Name,Address,Phone,website,place_id,Search Position,query_coords,search_number
Short Stop 24 Hr Store,"707 N Pace Blvd, Pensacola, FL 32505",(850) 466-3648,https://m.facebook.com/pages/Short-Stop-Pantry/181354718607881,ChIJQwZ4jEe_kIgR-XMs8s21nG0,20,"@30.34035,-87.37706,12z",6
Fourth Avenue Super Market,"617 W 4th Ave, Tallahassee, FL 32303",(850) 224-5760,,ChIJgbngZ5_17IgRSqhBDRD6x74,2,"@30.26196,-84.9891,12z",7
Temoj International,"1346 S Adams St, Tallahassee, FL 32301",(850) 222-1714,,ChIJ3W9OxGj17IgRNLpYES07wDE,5,"@30.26196,-84.9891,12z",7
T&P Deli,"18255 FL-65, Hosford, FL 32334",(850) 379-3203,http://t-p-deli.poi.place/,ChIJwfS8fAa37IgRSNIv3XkOnNs,8,"@30.26196,-84.9891,12z",7
New Speed's Grocery,"801 Floral St, Tallahassee, FL 32310",(850) 900-5956,https://new-speeds-grocery.business.site/?utm_source=gmb&utm_medium=referral,ChIJY9QiEnH17IgRA7S6kERHTSY,11,"@30.26196,-84.9891,12z",7
Winn-Dixie,"1632 W Jefferson St, Quincy, FL 32351",(850) 627-1134,https://www.winndixie.com/,ChIJkVUokBro7IgRNf2Mvci0KEQ,12,"@30.26196,-84.9891,12z",7
Main Street Market,"1251 Jackson Ave, Chipley, FL 32428",(850) 638-7755,http://www.chipleymarket.com/,ChIJ4UanWpkBk4gRsasAsJVN0xk,13,"@30.26196,-84.9891,12z",7
Piggly Wiggly,"1264 Church Ave, Chipley, FL 32428",(850) 638-1751,https://www.wallstreetmarketsllc.com/locations/piggly-wiggly-chipley,ChIJj9RqVpgBk4gR7-_ZGikQbt4,14,"@30.26196,-84.9891,12z",7
Dollar General,"22225 FL-20, Hosford, FL 32334",(850) 404-9465,https://www.dollargeneral.com/store-directory/fl/hosford/18372,ChIJZZAP5Lq37IgRAcwO4nu7Yvc,15,"@30.26196,-84.9891,12z",7
Dollar General,"15827 FL-71, Blountstown, FL 32424",(850) 394-9290,https://www.dollargeneral.com/store-directory/fl/blountstown/22662,ChIJ5TOf5IRJk4gRUgfTRTqSCOs,16,"@30.26196,-84.9891,12z",7
VJ Food Mart,"2112 Frankford Ave, Panama City, FL 32405",(850) 640-1024,,ChIJP5NWcQSEk4gR0sPkoaPkXXk,1,"@30.20276,-85.7912,12z",8
The Fresh Market,"15500 Panama City Beach Pkwy UNIT 200, Panama City Beach, FL 32413",(850) 233-0206,https://stores.thefreshmarket.com/fl/panama-city-beach/214,ChIJPQ33RjeMk4gRHRM41_2VibY,2,"@30.20276,-85.7912,12z",8
European Food Mart,"8730 Thomas Dr # 1106, Panama City Beach, FL 32408",(850) 855-1767,https://www.facebook.com/Europeanfoodmart/info?tab=overview,ChIJd-YiZsWIk4gRv7QQYcqGRl0,3,"@30.20276,-85.7912,12z",8
Emerald Coast Olive Oil,"13575 Panama City Beach Pkwy, Panama City Beach, FL 32407",(850) 235-8040,http://www.emeraldcoastoliveoil.com/,ChIJYf3x66GOk4gRD71GdGbQsjg,4,"@30.20276,-85.7912,12z",8
Irie International Store,"13309 Hutchison Blvd, Panama City Beach, FL 32407",(850) 775-4242,https://irie-international-store.business.site/,ChIJ4d26ZrSPk4gRUQ2sj9WfXQY,5,"@30.20276,-85.7912,12z",8
Winn-Dixie,"3157 W 23rd St, Panama City, FL 32405",(850) 872-9300,https://www.winndixie.com/,ChIJSwFC-BiEk4gRyLGrBV9epbo,6,"@30.20276,-85.7912,12z",8
Grocery Outlet,"902 Ohio Ave, Lynn Haven, FL 32444",(850) 248-0617,http://www.groceryoutlet.us/,ChIJdYb7MRmDk4gRDRk2tkKL9c4,7,"@30.20276,-85.7912,12z",8
Carousel Supermarket,"19440 Front Beach Rd, Panama City Beach, FL 32413",(850) 234-2219,,ChIJE3f9p-KMk4gR4UKu0WfCz7Y,8,"@30.20276,-85.7912,12z",8
Apna Agora Panama,"1818 W 23rd St, Panama City, FL 32405",(850) 215-4800,,ChIJTy9xYNGFk4gR1fTEPIFCLkA,9,"@30.20276,-85.7912,12z",8
Winn-Dixie,"3621 US-231, Panama City, FL 32404",(850) 914-2333,https://www.winndixie.com/,ChIJP41XmXmCk4gRHhVFNkqWSXc,10,"@30.20276,-85.7912,12z",8
JAMUP MEAT MART,"On the side of CITGO gas station, 2521 Thomas Dr, Panama City, FL 32408",(850) 249-2117,,ChIJX1gOnD2Gk4gRr2oIsrdjDlo,11,"@30.20276,-85.7912,12z",8
Asia Market,"2205 E 5th St, Panama City, FL 32401",(850) 914-2593,,ChIJDTh5NpaBk4gRxonK9CJ8Ob8,12,"@30.20276,-85.7912,12z",8
Asian Oriental International Market,"2401 E 5th St, Panama City, FL 32401",(850) 640-4885,,ChIJDZi42ZWBk4gRdukcZMQpu60,13,"@30.20276,-85.7912,12z",8
30A Olive Oil Co,"12805 US-98 Suite N 101, Inlet Beach, FL 32461",(850) 909-0099,http://30aoliveoil.com/,ChIJwfyNAgHyk4gRLpfqvaCuC5U,15,"@30.20276,-85.7912,12z",8
Modica Market,"109 Central Square Seaside, Santa Rosa Beach, FL 32459",(850) 231-1214,https://www.modicamarket.com/,ChIJe-k0IOPkk4gRwcKr0cEFJP8,16,"@30.20276,-85.7912,12z",8
Paparazzi Gourmet Deli,"2810 Thomas Dr, Panama City Beach, FL 32408",(850) 588-8244,http://www.paparazzigourmetdeli.com/,ChIJ6dMLNuyHk4gRWt6qQdxV63Y,18,"@30.20276,-85.7912,12z",8
CK Feed & Supply,"32461, 31 Main St, Rosemary Beach, FL 32461",(850) 588-0908,http://ckfeedandsupply.com/,ChIJVX82l_7xk4gRygIasd23sR4,19,"@30.20276,-85.7912,12z",8
Destin Gourmet,"10562 US-98, Miramar Beach, FL 32550",,,ChIJ55DI1_ZbkYgRai3_OoXLbDo,20,"@30.20276,-85.7912,12z",8
Dollar General,"20 Clermont Ave, Sopchoppy, FL 32358",(850) 695-0774,https://www.dollargeneral.com/store-directory/fl/sopchoppy/19457,ChIJI_HGXMud7IgRtHgx_XHCha4,9,"@29.97919,-84.38387,12z",9
Gourmet & More,"5268 Old Hwy 11 #5, Hattiesburg, MS 39402",(601) 261-9366,,ChIJNadw_4ggnYgRPDtJIxUHspI,11,"@29.97919,-84.38387,12z",9
Food Pak International Foods,"5150 Old Shell Rd, Mobile, AL 36608",(251) 341-1497,,ChIJm_rC4VBNmogRk6G30StBGug,19,"@29.97919,-84.38387,12z",9
Old World Market,"2800 Davis Blvd STE 103, Naples, FL 34104",(239) 692-3020,http://www.oldworldmarket.info/,ChIJb52dvizi2ogRC2-SQQPWAMY,1,"@26.05685,-81.73523,12z",10
The Fig & Basil Olive Oil Company (Located On Dockside Boardwalk by Tin City),"1100 6th Ave S, Naples, FL 34102",(239) 227-6749,https://instagram.com/figandbasilflorida?igshid=ZDdkNTZiNTM=https://instagram.com/figandbasilflorida?igshid=ZDdkNTZiNTM=,ChIJrXnK35zh2ogRtK8YYSyAfJw,2,"@26.05685,-81.73523,12z",10
European Food Market of Naples,"5437 Airport-Pulling Rd, Naples, FL 34109",(239) 254-7855,http://www.europeanfoodmarketofnaples.com/,ChIJMYl0WNsd24gRcBWxl-9AJ7Q,6,"@26.05685,-81.73523,12z",10
Make A Memory,"567 E Elkcam Cir, Marco Island, FL 34145",(239) 642-3600,http://www.makeamemory.com/,ChIJTczSqlXu2ogR6nK69wVIT7g,7,"@26.05685,-81.73523,12z",10
Neapolitan Gourmet,"5415 Airport-Pulling Rd, Naples, FL 34109",(239) 594-8285,https://neapolitangourmet.com/,ChIJgwuLp9wd24gRSI2UyQRVmfk,8,"@26.05685,-81.73523,12z",10
The Fresh Market,"4129 Tamiami Trail N, Naples, FL 34103",(239) 430-2444,https://stores.thefreshmarket.com/fl/naples/27,ChIJvTok_xce24gRYioYgS9wkNM,9,"@26.05685,-81.73523,12z",10
DeRomo's Gourmet Market,"26811 S Bay Dr #148, Bonita Springs, FL 34134",(239) 325-3583,https://www.deromos.com/market/about/,ChIJjzp_TpkZ24gRdeGGqitNOvw,10,"@26.05685,-81.73523,12z",10
Oakes Farms Market,"2205 Davis Blvd, Naples, FL 34104",,http://oakesfarmsmarket.com/,ChIJO-NnbDrj2ogR0_t1agDqaSk,11,"@26.05685,-81.73523,12z",10
Paradise Seafood & Gourmet Market,"721 Bald Eagle Dr, Marco Island, FL 34145",(239) 394-3686,http://www.paradiseseafoodmarco.com/,ChIJvyg_ua_v2ogR_LuUDV1rS9I,12,"@26.05685,-81.73523,12z",10
Grocery store,"Naples, FL 34103",,,ChIJAQBAVC4e24gRKlFhdcKKkp4,13,"@26.05685,-81.73523,12z",10
The Farm Stand at Naples Canning Co.,"11308 Bonita Beach Rd SE Unit 105, Bonita Springs, FL 34135",(239) 221-8090,http://www.naplescanningco.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=4434002382380450238,ChIJS7RImtAZ24gRhoxLoGle1Fk,14,"@26.05685,-81.73523,12z",10
The Fresh Market,"27251 Bay Landing Dr, Bonita Springs, FL 34135",(239) 390-5948,https://stores.thefreshmarket.com/fl/bonita-springs/66,ChIJbzZMDLwZ24gR_xIkWkAuGUA,15,"@26.05685,-81.73523,12z",10
Food & Thought 2,"7941 Airport-Pulling Rd N, Naples, FL 34109",(239) 791-3663,http://foodandthought2.com/,ChIJs-kpEocd24gRVViBm-rxdGM,16,"@26.05685,-81.73523,12z",10
South Collier Market at FSW,"7505 Grand Lely Dr, Naples, FL 34113",(239) 289-3786,http://www.41markets.com/,ChIJyyo1Tf_l2ogRm6FjnIHTFTQ,17,"@26.05685,-81.73523,12z",10
Naples Olive Oil Company,"2368 Immokalee Rd, Naples, FL 34110",(239) 596-3000,https://www.naplesoliveoilcompany.com/,ChIJKTPMpQYc24gRyOkDlwrBA3M,18,"@26.05685,-81.73523,12z",10
Italian Deli and Market,"902 Park Ave, Marco Island, FL 34145",(239) 394-9493,http://www.marcoislanditaliandeli.com/,ChIJQzjNTFTu2ogRfbUHNAP8ybM,19,"@26.05685,-81.73523,12z",10
The Fresh Market,"13499 S Cleveland Ave, Fort Myers, FL 33907",(239) 454-1053,https://stores.thefreshmarket.com/fl/fort-myers/46,ChIJ13lQsOM_24gRwOHnWjYbxng,20,"@26.05685,-81.73523,12z",10
Yupanqui Pepper LLC - Best Peppercorns,"429 Pomegranate Ave, Sebring, FL 33870",(929) 392-1852,https://yupanquipepper.com/,ChIJmw8aMuFX3IgRd0KOUCVpMmc,1,"@27.4558,-81.68354,12z",11
Olds Groceries,"412 M.L.K. Jr Blvd, Sebring, FL 33870",(863) 386-4771,,ChIJATzMJjRX3IgRW4Vn9PaizMI,2,"@27.4558,-81.68354,12z",11
Food For Thought,"301 US Hwy 27 N, Sebring, FL 33870",(863) 385-8995,https://foodforthoughthealth.com/,ChIJgdl8UoVX3IgRQ4b1tYWqDtk,3,"@27.4558,-81.68354,12z",11
Winn-Dixie,"600 Sebring Square.., Sebring, FL 33870",(863) 382-6479,https://www.winndixie.com/,ChIJF71t-rdX3IgR2hI9in2Crn0,4,"@27.4558,-81.68354,12z",11
Bella Gusto olive oil Co,"213 N Main Ave, Lake Placid, FL 33852",(863) 257-5766,http://bellagustooliveoil.com/,ChIJE8w0wyld3IgRA0raL36Z38E,6,"@27.4558,-81.68354,12z",11
Hartzell's Grocery Market,"350 E Interlake Blvd, Lake Placid, FL 33852",(863) 465-3481,http://hartzells-market.poi.place/,ChIJg3qkf0Jd3IgRwr8612GCFlQ,7,"@27.4558,-81.68354,12z",11
Fowler's Grocery,"3595 US-98, Fort Meade, FL 33841",(863) 285-9464,,ChIJSeaLYl0c3YgR6LHZhkn4X_U,10,"@27.4558,-81.68354,12z",11
Save A Lot,"1325 E Oak St, Arcadia, FL 34266",(863) 993-9394,https://savealot.com/grocery-stores/arcadia-34266-21578?utm_source=google&utm_medium=organic&utm_campaign=gmb,ChIJyRgxxQyW3IgRSjmKAdn6fHA,11,"@27.4558,-81.68354,12z",11
Polish Market,"1825 Tamiami Trail # A5, Port Charlotte, FL 33948",(941) 883-2721,https://polishmarketpc.com/,ChIJ-6LBnRar3IgRZ02BeAeYGq0,12,"@27.4558,-81.68354,12z",11
Cardenas Supermarket,"210 W Magnolia St, Arcadia, FL 34266",(863) 494-1855,,ChIJVyF_BwGW3IgR3VR8ZHwJSBw,13,"@27.4558,-81.68354,12z",11
Publix Super Market at Arcadia Crossings Shopping Center,"2551 SE Hwy 70, Arcadia, FL 34266",(863) 494-0999,https://www.publix.com/?setstorenumber=1528&utm_medium=maps&utm_source=extendednetwork&utm_content=psm_website_url,ChIJjYEmgXCW3IgRw5Mmr0mAKso,14,"@27.4558,-81.68354,12z",11
Whole Foods Market,"5298 University Pkwy, Sarasota, FL 34243",(941) 806-6130,https://www.wholefoodsmarket.com/stores/universitystation?utm_source=google&utm_medium=organic&utm_campaign=listings,ChIJb4Nc-dk4w4gRBAKqAMOLg28,19,"@27.4558,-81.68354,12z",11
Whole Foods Market,"1451 1st St, Sarasota, FL 34236",(941) 316-4700,https://www.wholefoodsmarket.com/stores/sarasota?utm_source=google&utm_medium=organic&utm_campaign=listings,ChIJp3R2lhJAw4gRKDtrxDZI8AM,20,"@27.4558,-81.68354,12z",11
Piggly Wiggly,"911 N Waukesha St, Bonifay, FL 32425",(850) 547-3826,,ChIJbVE7TWerk4gRDTt2Dt0I0bA,1,"@30.85538,-85.72225,12z",12
S & S,"2318 Co Rd 179, Caryville, FL 32425",(850) 548-5515,,ChIJHZtYef2yk4gRqhg4Kv2o3ws,2,"@30.85538,-85.72225,12z",12
DG Market,"1718 S Waukesha St, Bonifay, FL 32425",(850) 795-4863,https://www.dollargeneral.com/store-directory/fl/bonifay/22173,ChIJZUi1be2rk4gRWur6vJnMb5c,3,"@30.85538,-85.72225,12z",12
Southern Express - Chevron,"2015 S Waukesha St, Bonifay, FL 32425",(850) 547-3202,,ChIJCcsPr4Crk4gRQ1ht3L4qNjU,5,"@30.85538,-85.72225,12z",12
Express Lane,"1102 N Waukesha St, Bonifay, FL 32425",(850) 547-4230,,ChIJQ51Q3V2rk4gRaRk5PbQ-_78,6,"@30.85538,-85.72225,12z",12
Wayne's Grocery,"1594 US-90, Ponce De Leon, FL 32455",(850) 836-4152,,ChIJ9_EHS-PJk4gRUpf_ctfdkvU,7,"@30.85538,-85.72225,12z",12
Dollar General,"105 Industrial Dr, Bonifay, FL 32425",(850) 299-2065,https://www.dollargeneral.com/store-directory/fl/bonifay/6491,ChIJfXitHLn7CogRulCrHYrd1Cg,9,"@30.85538,-85.72225,12z",12
Dollar General,"1377 Brickyard Rd #5, Chipley, FL 32428",(850) 260-0720,https://www.dollargeneral.com/store-directory/fl/chipley/4759,ChIJMySWrg0Bk4gRa8nnAs8RTo4,10,"@30.85538,-85.72225,12z",12
Ernest Klein & Co's Gourmet Food,"1366 6th Ave, New York, NY 10019",(212) 245-7720,http://ernestklein.net/,ChIJXx687flYwokR2WalPJD48Zs,11,"@30.85538,-85.72225,12z",12
Riverside Gourmet Market,"3779 Broadway, New York, NY 10032",(212) 368-9949,http://www.rglocaldelivery.com/,ChIJq8ij2oX2wokR26JlqeIB7Sg,12,"@30.85538,-85.72225,12z",12
Battery Park City Gourmet Market,"450 North End Ave # 10282, New York, NY 10282",(212) 233-9333,https://s.allsetnow.com/yPVA1pe/,ChIJMaXjNRxawokRVBwTJsxFqng,13,"@30.85538,-85.72225,12z",12
Simply Gourmet Market Place,"494 Amsterdam Ave, New York, NY 10024",(212) 495-9243,,ChIJR6kaoUZZwokR8JpLVCG8db8,14,"@30.85538,-85.72225,12z",12
Clinton Gourmet Market,"648 10th Ave, New York, NY 10036",(212) 245-5965,https://www.instagram.com/clintongourmetcorp/?hl=en,ChIJBRvd81FYwokR49iM3sBNUkc,16,"@30.85538,-85.72225,12z",12
Village Gourmet Grocery,"102 2nd Ave, New York, NY 10003",(212) 228-7951,,ChIJwauQo5xZwokRdCDRgTEcld0,17,"@30.85538,-85.72225,12z",12
Bedford Gourmet Food,"160 Bedford Ave, Brooklyn, NY 11211",(718) 302-4800,https://bedfordavenuefood.dine.online/,ChIJm5c8sF1ZwokRlG7CO2wZcM8,18,"@30.85538,-85.72225,12z",12
Simply Gourmand,"5030 Broadway, New York, NY 10034",(646) 652-6426,http://www.simplygourmand.com/,ChIJ-QYWdfTzwokRJ-rn2-tUGrE,19,"@30.85538,-85.72225,12z",12
Bridge Gourmet,"23-01 Queens Plaza North 24th St. Corner, Long Island City, NY 11101",(718) 433-4082,,ChIJoamRUnBZwokR5PG5q5WzEZo,20,"@30.85538,-85.72225,12z",12
The Pig Grocery Store,"1000 S Tennille Ave, Donalsonville, GA 39845",,,ChIJ53iEBBkz7YgRJJEbgZAJdMs,1,"@30.94496,-85.06073,12z",13
Ganoderma Coffee Club,"1801 W Main St Suite 35, Dothan, AL 36303",(334) 333-2337,http://www.bestcoffeetobuy.com/,ChIJ-6qznQSTkogRS7L8gm8pdE8,2,"@30.94496,-85.06073,12z",13
WRC Market,"329 Westgate Pkwy, Dothan, AL 36303",(334) 699-7253,,ChIJAfBo2n6SkogRW-Q9NeqPr6s,3,"@30.94496,-85.06073,12z",13
Dollar General,"907 N Tennille Ave, Donalsonville, GA 39845",(229) 448-4073,https://www.dollargeneral.com/store-directory/ga/donalsonville/24094,ChIJI3MmrHUz7YgRB6ZLa4yC1-o,4,"@30.94496,-85.06073,12z",13
Dixie Dandy Market IGA,"1015 Dothan Rd, Bainbridge, GA 39817",(229) 246-5484,https://dixiedandyiga.com/,ChIJZ8PM8YsY7YgRLxwok9oTFH0,11,"@30.94496,-85.06073,12z",13
Dollar General,"2659 GA-253, Donalsonville, GA 39845",(404) 330-9701,https://www.dollargeneral.com/store-directory/ga/donalsonville/13503,ChIJ141SeWIq7YgRY55wcO1O-uE,12,"@30.94496,-85.06073,12z",13
Three River Produce,"709 Old Pelham Rd, Bainbridge, GA 39817",(229) 246-0038,,ChIJtQBEwwwQ7YgRzmNcVFzsJNU,13,"@30.94496,-85.06073,12z",13
Savi Provisions,"1388 Dresden Dr, Atlanta, GA 30319",(404) 869-1818,https://www.saviprovisions.com/,ChIJIzgmlooI9YgRUq29-n7s56w,15,"@30.94496,-85.06073,12z",13
La Farre Markt Guntersville Hub,"532 Gunter Ave, Guntersville, AL 35976",(256) 860-0462,http://www.lafarre.com/,ChIJd0PSa6H5iYgRXa1xsjXeMO0,17,"@30.94496,-85.06073,12z",13
The Gourmet Food Shop by The Veggie Sunflower,,(404) 477-4310,https://the-gourmet-food-shop-by-the-veggie-sunflower.business.site/?m=true,ChIJIVhuQesD9YgREDMzTs5qDYA,19,"@30.94496,-85.06073,12z",13
Elizabeth's Gourmet Creations,,(256) 239-6033,,ChIJ56z8bwdRiogRFZBF1fdVk2o,20,"@30.94496,-85.06073,12z",13
The Fresh Market,"840 A1A N, Ponte Vedra Beach, FL 32082",(904) 273-8450,https://stores.thefreshmarket.com/fl/ponte-vedra-beach/25,ChIJa8tmRQA35IgR8MRaUAmcktI,1,"@30.12488,-81.36577,12z",14
Cowgills Hot Sauce,"1157 Neck Rd, Ponte Vedra Beach, FL 32082",(904) 285-5954,http://www.cowgillshotsauce.com/,ChIJizSsRDQ35IgRd4HOjvh-lW0,2,"@30.12488,-81.36577,12z",14
Ardezen Market,"34 Treasury St, St. Augustine, FL 32084",(904) 824-4944,,ChIJb_h6tqsn5IgRitIVDskzumw,7,"@30.12488,-81.36577,12z",14
Native Sun Natural Foods Market,"1585 3rd St N, Jacksonville Beach, FL 32250",(904) 853-5497,http://www.nativesunjax.com/?utm_source=GMBJaxBeach&utm_medium=organic&utm_campaign=LocalSearch,ChIJ77cWphpJ5IgRNEOf3BDePu8,8,"@30.12488,-81.36577,12z",14
ALDI,"9041 Southside Blvd Unit118, Jacksonville, FL 32256",(855) 955-2534,https://stores.aldi.us/fl/jacksonville/9041-southside-blvd-unit118?utm_source=google&utm_medium=local&utm_campaign=brand&utm_content=storepage_webclick,ChIJz5sP1xHL5YgR66dlcf1oy7U,10,"@30.12488,-81.36577,12z",14
The Fresh Market,"13493 Atlantic Blvd, Jacksonville, FL 32225",(904) 221-6286,https://stores.thefreshmarket.com/fl/jacksonville/88,ChIJo-8vwJRL5IgReItvI3aME48,14,"@30.12488,-81.36577,12z",14
Prime Time Food Store,"1548 Kings Rd, Jacksonville, FL 32209",(904) 356-9120,http://prime-time-super.poi.place/,ChIJA6NIt1q35YgRqmb-8sbI8e0,15,"@30.12488,-81.36577,12z",14
BAKU European Market,"1301 Monument Rd Suite#9, Jacksonville, FL 32225",(904) 586-2214,,ChIJHw3FgpC15YgRUOxKvQXHpJM,17,"@30.12488,-81.36577,12z",14
Ciao Gourmet Market,"2400 Yankee Clipper Dr, Jacksonville, FL 32218",,,ChIJuTO30TOv5YgR0--SLN6vJaI,20,"@30.12488,-81.36577,12z",14
Florida All Stars Dips,"6290 Buckingham Rd, Fort Myers, FL 33905",(941) 404-8206,,ChIJiQngvyhv24gRgU7oSEg-1bg,1,"@26.72903,-81.6529,12z",15
Ortiz Food Stores,"1214 Ortiz Ave, Fort Myers, FL 33905",(239) 693-7343,,ChIJg0pjQ31p24gRsM-fdKb4M_I,2,"@26.72903,-81.6529,12z",15
Fresco y Más,"1145 Homestead Rd N, Lehigh Acres, FL 33936",(239) 368-6001,https://www.frescoymas.com/,ChIJLeA0fVNy24gR8_G-Qfj6Rzo,3,"@26.72903,-81.6529,12z",15
Palm Grocery,"1936 Palm Ave, Fort Myers, FL 33916",(239) 400-0059,,ChIJwaoXNw5q24gRvD1JfwXVR-k,4,"@26.72903,-81.6529,12z",15
Big B Food Store,"1644 Palmetto Ave, Fort Myers, FL 33916",(239) 332-0620,,ChIJ2VKkqSNq24gRU2igOOHs_rU,5,"@26.72903,-81.6529,12z",15
Lawhon's Grocery & Meat,"9491 Bayshore Rd, Fort Myers, FL 33917",(239) 543-1255,https://www.lawhonsgrocery.com/,ChIJ87yQSeho24gRO6Mq9sbYS_A,6,"@26.72903,-81.6529,12z",15
Lias Grocery,"3615 Michigan Ave, Fort Myers, FL 33916",(239) 332-7703,,ChIJN2PDbSRq24gR2Cg_RHZZdkU,7,"@26.72903,-81.6529,12z",15
Thompson Groceries,"3449 Canal St, Fort Myers, FL 33916",,,ChIJLUS2KEJq24gR0z5HqB_ku0Y,8,"@26.72903,-81.6529,12z",15
Pops Grocery,"3700 Dr Martin Luther King Jr Blvd, Fort Myers, FL 33916",(239) 332-4091,,ChIJh_VPkTtq24gRrKI6IuAOodE,9,"@26.72903,-81.6529,12z",15
Bravo Supermarkets,"4031 Palm Beach Blvd, Fort Myers, FL 33916",(239) 694-2489,https://locations.bravosupermarkets.com/bravo-supermarkets-66fa3e5a6eb4?utm_source=google&utm_medium=organic&utm_campaign=Yext,ChIJWUmeEYVp24gR_DwxxBq8xA4,10,"@26.72903,-81.6529,12z",15
Back To the Basiks,"1939 Park Meadows Dr #4, Fort Myers, FL 33907",(239) 275-5100,,ChIJvRAWbwhA24gRoG4gCDK1E-I,11,"@26.72903,-81.6529,12z",15
Petra Mediterranean Market,"1916 Boy Scout Dr, Fort Myers, FL 33903",(239) 939-3092,,ChIJaYwgWRlA24gRhg4T1r_8uAc,12,"@26.72903,-81.6529,12z",15
Publix Super Market at Crossroads Shopping Center,"5781 Lee Blvd, Lehigh Acres, FL 33971",(239) 226-9701,https://www.publix.com/?setstorenumber=162&utm_medium=maps&utm_source=extendednetwork&utm_content=psm_website_url,ChIJ8asy0G5s24gRLMW79rVZeTc,13,"@26.72903,-81.6529,12z",15
ALDI,"4560 Colonial Blvd, Fort Myers, FL 33966",(855) 955-2534,https://stores.aldi.us/fl/fort-myers/4560-colonial-blvd?utm_source=google&utm_medium=local&utm_campaign=brand&utm_content=storepage_webclick,ChIJl-1YZGlr24gRlpjjX2pR9Es,14,"@26.72903,-81.6529,12z",15
lehigh grocery llc,"2401 Gretchen Ave S unit c, Lehigh Acres, FL 33973",(239) 368-7655,,ChIJMWxZTm1t24gRBDL6l8FAWK8,15,"@26.72903,-81.6529,12z",15
Star Food Mart,"1464 Lee Blvd, Lehigh Acres, FL 33936",(239) 369-0313,,ChIJ6_TKck9y24gRJMZVvhM8wCI,16,"@26.72903,-81.6529,12z",15
Family Discount Food Store,"7174 Cypress Dr, Fort Myers, FL 33907",(239) 278-0873,,ChIJOwgTZwZA24gR03nXv-uzQOc,17,"@26.72903,-81.6529,12z",15
Publix Super Market at Homestead Shopping Plaza,"1324 Homestead Rd N, Lehigh Acres, FL 33936",(239) 368-2241,https://www.publix.com/?setstorenumber=1443&utm_medium=maps&utm_source=extendednetwork&utm_content=psm_website_url,ChIJfz-LR1Jy24gRX3hXfmLsL-g,19,"@26.72903,-81.6529,12z",15
Depot Market,"1327 NE Pine Island Rd, Cape Coral, FL 33909",,,ChIJEV2S9_xD24gRa-GB0zY_dSs,20,"@26.72903,-81.6529,12z",15
"Spring Food Store ""Lake City""","355 SE Llewellyn Ave, Lake City, FL 32025",(386) 752-7674,https://spring-food-store-lake-city.business.site/?utm_source=gmb&utm_medium=referral,ChIJzx-eGAA574gRAaxnBA3unyw,1,"@30.27031,-82.62507,12z",16
Harveys Supermarket,"4506 SW Heritage Oaks Cir, Lake City, FL 32055",(386) 752-3738,http://www.harveyssupermarkets.com/,ChIJ0eQ_OeE674gRH9l1vH3Y9Fg,2,"@30.27031,-82.62507,12z",16
Save Way Supermarket,"222 NE Washington St, Lake City, FL 32055",,,ChIJvaUc1G8574gR_SQ6wR2t600,3,"@30.27031,-82.62507,12z",16
Save A Lot,"1036 E Duval St, Lake City, FL 32055",(386) 755-0795,https://savealot.com/grocery-stores/lake-city-32055-24132?utm_source=google&utm_medium=organic&utm_campaign=gmb,ChIJfbeEnXM574gRO0iCmgYzk3g,4,"@30.27031,-82.62507,12z",16
Fifth Generation Farms,"3739 W US Hwy 90, Lake City, FL 32055",(386) 243-8335,http://www.whynotfresh.com/,ChIJZfPS0_g674gR9OJ0RhynLzQ,6,"@30.27031,-82.62507,12z",16
Jiffy Food Store,"807 Irvin Ave SW, Live Oak, FL 32064",(386) 362-4947,,ChIJSd3V93ne7ogR31HJW9dFXV4,7,"@30.27031,-82.62507,12z",16
Pepe's Grocery Store & Restaurant,"965 Howard St, Live Oak, FL 32064",(386) 219-0038,,ChIJg5qSfdbd7ogRGyfSBvShzko,8,"@30.27031,-82.62507,12z",16
Jiffy Food Store,"307 Ohio Ave N, Live Oak, FL 32064",(386) 362-1068,,ChIJjR7cxnze7ogRR9qQVw_2lVU,9,"@30.27031,-82.62507,12z",16
Euro Food Basket & International Market,"5200 NW 34th Blvd, Gainesville, FL 32605",,,ChIJ-ceLZMWl6IgRibD_vEfH3eU,10,"@30.27031,-82.62507,12z",16
The Fresh Market,"4120 NW 16th Blvd, Gainesville, FL 32605",(352) 376-1024,https://stores.thefreshmarket.com/fl/gainesville/82,ChIJrWGnE6uk6IgRrXRDRlErjdM,11,"@30.27031,-82.62507,12z",16
Baldwin Market,"190 Lima St S, Baldwin, FL 32234",(904) 257-9350,,ChIJ6a9pNpaT5YgRtEkgHa5GmXE,12,"@30.27031,-82.62507,12z",16
J K Food Mart,"969 Ohio Ave N, Live Oak, FL 32064",(386) 330-2421,,ChIJbbjuc2Xe7ogRAKaB0dCRArY,13,"@30.27031,-82.62507,12z",16
Norman's Roadside Market,"2888 NE 193 St, Starke, FL 32091",(904) 964-9152,,ChIJC6Jy62b85YgRsZ2632Uw0RQ,15,"@30.27031,-82.62507,12z",16
Dollar General,"4549 FL-47, Lake City, FL 32024",(386) 319-0890,https://www.dollargeneral.com/store-directory/fl/lake-city/11716,ChIJVdojdR0x74gRSlEdJokNgo4,17,"@30.27031,-82.62507,12z",16
